dataid,prediction
191,2000.1094436313567
192,1999.287439855822
193,2002.6086493732107
194,1998.4958432048809
195,1999.136197258169
196,1998.6092434141551
197,1999.6726219618554
198,1996.9328948836744
199,1998.4736134985792
200,1998.743856965365
201,2008.3013528393642
202,2002.6035324061513
203,2002.0057076180988
204,2003.1825474809307
205,2002.0404244363551
206,2004.4162637855775
207,2004.495696615885
208,2002.9729202273286
209,2003.4168299989576
210,2007.014739036557
211,2001.5094637131997
212,2006.0081955594162
213,2003.499005744914
214,2001.2376360481771
215,2002.2455382664507
216,2002.107714643107
217,2001.9667719206486
218,2001.422365250722
219,2002.1663061692627
220,2003.3116306208042
221,2001.4363470814887
222,1999.5348218768893
223,2003.7978753568148
224,2002.8465390405404
225,2002.8833913109493
226,2002.4806220533846
227,2001.5938850087532
228,2001.248461594909
229,2002.749771615457
230,2001.4367584098623
231,2004.1679657401728
232,2000.1516576548445
233,1999.473433314288
234,2000.3639741661725
235,2000.1721546123792
236,2000.1258177594464
237,2000.1735290054899
238,1999.4257643375197
239,1999.0902599723138
240,2000.8682354694342
241,2000.6564539481558
242,1999.2455277473039
243,2000.5536678694918
244,2003.5515445430344
245,2001.8811355126047
246,2001.8844921086302
247,2002.5998612056214
248,2001.6755646882204
249,2000.9679076736654
250,2005.2321367435447
251,2001.8959356612488
252,2003.0548109370657
253,2002.6789119032812
254,1998.6255965953326
255,1997.254529292495
256,2001.2535477554409
257,2008.1523835723203
258,1999.8863841939265
259,1999.026865465865
260,2001.020895210243
261,1994.3830295957223
262,1998.7748180885349
263,1996.7698021631672
264,1993.0235642378957
265,1995.8157568019142
266,1998.2891369587576
267,1993.1830795273454
268,1994.3798912045534
269,1994.413926541014
270,1993.0276670437715
271,1999.6108594500263
272,1999.1876313161877
273,1999.5568723773633
274,2001.539358264553
275,2000.6571696364756
276,2000.2436930985814
277,1994.5257471800792
278,2000.8103773692626
279,2000.4994726355067
280,1999.7691176036542
281,2000.5242150856595
282,2002.477626564413
283,1997.5628159812559
284,1990.167661638858
285,1992.8132654830997
286,1989.770319660642
287,1994.187304069574
288,1994.4180424125495
289,1998.535760995551
290,1986.532964292159
291,1997.1088504005118
292,1998.1950058403427
293,2005.303148898573
294,1997.0532888065527
295,2000.2216138399465
296,1997.4569879976755
297,2000.2441909188572
298,1998.1575749884228
299,1998.933442445326
300,2001.984479367251
301,2000.8401234505957
302,2001.491742865723
303,1999.4874293762357
304,1996.8414741814006
305,1997.3138753807868
306,2005.5742681398094
307,2002.532092234842
308,2002.4564271265967
309,2003.1117812905584
310,2000.7107277105335
311,1999.8942372978245
312,2000.9838913957788
313,1999.8848622279856
314,2001.4160337141614
315,2001.235754801684
316,2003.4119990848699
317,1998.3302017323276
318,1997.3618796532007
319,1994.523737209191
320,1995.8550844769627
321,1996.8338153746786
322,1992.3358058757988
323,1997.4210857918283
324,1998.9647132035736
325,1996.0724367807318
326,1997.6368218976122
327,1995.8343560724472
328,1997.2324477602112
329,1994.2455440045273
330,1992.162059736905
331,1990.1556880159555
332,1990.6824792802747
333,1993.136475461574
334,2000.8907671003421
335,1997.755655952971
336,2001.1885499907878
337,2001.9650147535622
338,2002.0965359445697
339,1999.4674230570597
340,2001.5854373104864
341,2000.3003814700414
342,2002.1376432139534
343,2001.354136542605
344,2000.5002854003135
345,2001.275627308269
346,1999.9710885296704
347,1999.5464096222997
348,2002.8001055797918
349,1998.9388217286141
350,2001.1560475996703
351,1999.4812800611815
352,1999.7758128348414
353,1998.3024601797874
354,2003.3908260175244
355,1994.6996722301726
356,1995.0936371455132
357,1995.2232563440025
358,1995.3861641657677
359,1995.3223067823203
360,1997.0299249960692
361,1996.3437687443302
362,1998.7434517053177
363,2000.7017696498854
364,2000.1696163978957
365,2000.2433111408493
366,1999.7223033127586
367,1998.1064947758691
368,1999.2252135651456
369,1999.6319711361
370,2002.5986373765732
371,1999.7151710972817
372,2000.967657954072
373,2000.7994042253756
374,1998.8821296288029
375,1997.7589425744623
376,1998.4805050395923
377,1995.9119204040187
378,1996.9818742270827
379,1997.380638065922
380,1998.4528341099715
381,2000.026120943399
382,1999.3671638999494
383,2001.3185979715388
384,2002.9568080371787
385,2000.9184949644966
386,1998.8380852515766
387,2000.9398824362195
388,1999.2234168575562
389,2001.2481117678672
390,2000.797215804369
391,2000.703222285073
392,1999.6249886446094
393,2000.756481943933
394,1998.454851265717
395,1996.9840473826262
396,1997.3394711780518
397,1999.2447405822027
398,1997.1071105071223
399,2000.3099855487867
400,1996.890490609747
401,1998.8960544227702
402,1998.0402276699149
403,1998.107343006489
404,1998.7957177352812
405,1999.371294630341
406,2000.0887073085573
407,1999.4282666801394
408,1999.5905445022406
409,1998.33990867263
410,1999.5091059281986
411,1999.7020931178427
412,2000.2228398140742
413,1999.4788966182916
414,1998.8535067931705
415,1997.8852336280333
416,1999.3027105616593
417,1996.9918093454157
418,2001.434870396581
419,2001.9188319815858
420,2002.8185502622505
421,2003.5854636031906
422,1999.7146993605868
423,2000.1024195578727
424,2000.402980467505
425,1999.971018626394
426,2002.3149099200132
427,2003.1755534724855
428,2001.2108357300083
429,1998.7912509381274
430,2001.6596380775766
431,2002.591838566153
432,2004.3775276597603
433,2004.8191140360352
434,2004.0222093122093
435,2006.854822521772
436,2002.5802874604512
437,2005.1553661469884
438,2004.161262863814
439,2005.3067678965028
440,2002.0885651279668
441,2001.2768728225365
442,2002.0672264724856
443,2000.3935386610633
444,2001.7296654379231
445,2002.160199347673
446,1999.9298846131069
447,2001.2965097423905
448,2001.2484479702323
449,2004.3645837294912
450,1993.0483773267808
451,1993.6779031708068
452,1997.410525700946
453,1990.9071438681808
454,1992.229460821631
455,1996.682013240513
456,1986.1425293196535
457,1987.0822356905044
458,1989.1569104023274
459,1984.9131678271865
460,1989.780698224478
461,1996.965807688509
462,2000.3891684987275
463,1997.284191721806
464,1988.2068859993065
465,1996.6163055009918
466,1992.5599681944357
467,1994.502809801657
468,1995.8562992831642
469,1995.6256836153982
470,1995.5807765721609
471,1989.4035194503722
472,1991.9021281163198
473,1992.0941155780038
474,1994.5566156313832
475,1990.0271766019289
476,1994.040181103586
477,1995.7793704483588
478,1998.3374476234676
479,1996.174218063893
480,1995.2210981352214
481,1994.7841559554433
482,1995.7317350249675
483,1994.7653531303106
484,1994.9636964724255
485,1995.267169303437
486,1990.431955189505
487,1992.6459689922299
488,1990.0510682663346
489,1990.7646155361347
490,1993.0949456666285
491,1993.6113196470471
492,1991.8742703247185
493,1993.270873471947
494,1992.6839788998375
495,1995.8066840229717
496,1990.789439599772
497,1986.6978298198133
498,1983.767658617777
499,1991.6666290871142
500,1985.1758240295744
501,1995.2508605159182
502,1994.2805029073331
503,1991.8095211061784
504,1998.371894346613
505,1998.9939766805285
506,1997.8576458681282
507,1998.1026039260962
508,1998.861636356322
509,1996.980509565174
510,1997.7905577376814
511,1998.825770958937
512,1995.47532048271
513,1996.503583313832
514,1995.4295435346141
515,1994.6464400567202
516,1994.316995796527
517,1992.6852977875528
518,1992.009251373914
519,2000.4298805667008
520,1993.1675873130357
521,1994.367475846077
522,2000.2571006523722
523,1992.291779796925
524,1995.2476431683478
525,1993.458002349261
526,1994.7975445463405
527,1998.0994308277811
528,1996.2768868205044
529,1997.0267214405324
530,1998.191361316271
531,2000.48133175682
532,1998.0613401606079
533,1998.250424516399
534,1997.8082209198437
535,1998.9906256542474
536,1994.548610223567
537,1997.0796412536208
538,1997.5157007676967
539,1996.5108261135251
540,2003.7297402150273
541,2006.485895480205
542,2001.5371054909708
543,2006.2841266512432
544,2007.0884268087598
545,2005.655077240318
546,2002.0169924864724
547,2002.1266130917475
548,2000.7428564505406
549,2005.782072104631
550,2004.468150980944
551,2002.1514547346385
552,2003.682899897837
553,2002.1200810277373
554,2002.0626674806426
555,1998.7484503076387
556,2001.3715755916312
557,2002.6618499100243
558,2002.6638428169774
559,2003.3017078963187
560,2002.310138947481
561,2001.5030230156792
562,2005.7916025672453
563,2002.7711854439838
564,2001.0079241997814
565,2001.72508946173
566,2000.594493627805
567,1985.2165269800041
568,1990.2966617069228
569,1989.7910514383443
570,1988.9494040400346
571,1991.4147405247422
572,1978.488768480478
573,1994.453958804073
574,1999.0494959041494
575,2006.1800032965834
576,1990.9494433719199
577,2000.2225823144897
578,1999.8685630708258
579,2002.223999762854
580,2003.2815355002324
581,2000.6738135793134
582,2001.387335381939
583,2002.2766172979912
584,2002.001143625425
585,2000.959073436766
586,2006.4967704953845
587,2000.6046238765293
588,2004.5478453327528
589,2002.1760376615332
590,1997.9631153554792
591,1998.8791681452558
592,2002.3583757034912
593,2003.1901772923525
594,1996.5279843563767
595,2002.9479317803502
596,1994.5632488583608
597,1998.9640532837882
598,1997.9937008090264
599,1994.529351221615
600,1996.4106800435877
601,1993.2430632459873
602,1996.0799005463043
603,1995.6423542444013
604,1992.9624232583797
605,1993.0678483577249
606,1996.341376522427
607,1991.5179659905634
608,1998.62499258966
609,1996.4162911296573
610,1994.0259705925073
611,1995.5041666999168
612,1997.3629135362135
613,1997.6984517497388
614,1999.058536578374
615,1994.2345575223992
616,1992.940471589563
617,1995.0536976170401
618,1996.83540934816
619,1993.83308322549
620,1995.438280474583
621,1991.7415274354796
622,1997.047221211314
623,1993.085441630876
624,1991.6302165381771
625,1995.7069079510868
626,1997.3397591716412
627,1995.475091163473
628,1990.6630807573172
629,1992.3149778826153
630,1988.075192188682
631,1988.6813639200516
632,1991.0472901162318
633,1995.784811381509
634,1990.9168904369476
635,1991.096746252745
636,1991.7046173666179
637,1993.1935274068421
638,1998.2403580844084
639,1998.1661888106619
640,1999.1441720582598
641,1996.7753245085523
642,1997.4987127931934
643,1995.5440126633684
644,1999.121079078305
645,1994.08812837185
646,1995.5003122611056
647,1993.5356742102467
648,1997.985548353192
649,1998.7096456476993
650,1995.1691885123942
651,1990.3013646481938
652,1989.6499528765235
653,1992.7689411905196
654,1992.568741016777
655,1992.9670401242442
656,1992.3924856035308
657,1994.6622007713847
658,1998.8020352741582
659,1997.4873522286737
660,1992.2017303967723
661,1993.0247417091741
662,1995.2044312668202
663,1995.0331067104428
664,1996.8471861927803
665,1991.1973976739052
666,1994.9293528016951
667,1994.7657457220046
668,2004.1751774658399
669,1999.727138653789
670,1997.5274349384902
671,2001.786452121088
672,2006.4626375755197
673,2004.5064184608493
674,2002.3017480146636
675,2005.0400205386782
676,2002.0008474642411
677,2002.9174753723405
678,2005.6062303918525
679,1993.0065777630225
680,1998.0010170908683
681,2003.3349861650322
682,2002.0878907266604
683,2000.0993776075177
684,2001.6878472225221
685,1999.9600715397255
686,1998.595838037045
687,2000.9502539318864
688,2001.2667339644356
689,2000.0023802513047
690,1997.0366338177032
691,2003.2475933571338
692,1986.4497035497382
693,1986.2820203664107
694,1991.1543636627546
695,1984.4898961333024
696,1989.6957852406426
697,1991.633153300203
698,1994.4457638492872
699,1988.8950215786992
700,1988.0813711705443
701,1992.556788865007
702,1992.7311392012473
703,1991.0180304590228
704,1995.860526799474
705,1990.9422217301135
706,1993.5955687566411
707,1995.1212545970666
708,1994.2401096386666
709,1994.23535378958
710,1993.9631516615098
711,1990.8461714174398
712,1986.2593383773926
713,1996.5596707458758
714,1995.2590642407577
715,1987.6285928010313
716,1994.0547427544436
717,1990.0018644061324
718,1994.0353764154056
719,1991.1834989368374
720,1981.8162056402157
721,1993.9571675991806
722,1988.8163680190721
723,1992.6760195617685
724,1992.3078436894693
725,1994.2910662301902
726,1992.1142299065764
727,1995.7514972429442
728,1993.6239578597176
729,1995.2585131546766
730,1994.8481559388736
731,1999.0502271474836
732,1997.8889190949517
733,1998.8030571795507
734,1993.703018608173
735,1995.1574684047125
736,1994.1614188508975
737,1995.7718707000822
738,2001.3919365150336
739,1999.9214033173205
740,2000.6101924106827
741,2001.0671583531093
742,2001.352087317642
743,2002.5191328436217
744,2000.7767490643378
745,2002.2884621157773
746,2004.7031116927847
747,2003.691619079436
748,1994.1399359407421
749,1990.828393728329
750,1993.7333087788736
751,1992.6204068244454
752,1994.090522711793
753,1994.6528003569856
754,1995.3261901287985
755,1994.2728750707836
756,1990.8015804516565
757,1993.8009495476974
758,1993.907849112095
759,2004.1538280803843
760,2002.2613509358482
761,2002.3300990328607
762,1997.039479245156
763,2000.1541412547322
764,2002.0320024690393
765,2002.725303538598
766,1996.1283213501315
767,1997.2520427368247
768,1996.435789457707
769,1999.9705603267132
770,1994.9324840167396
771,1993.0100428277833
772,1994.521777134678
773,1992.2722294347332
774,1993.8456457803477
775,1993.596766611146
776,1989.213813100303
777,1987.4775683706257
778,2002.3278522833866
779,2003.2182630114814
780,2000.5900927667733
781,1999.7543730054779
782,2000.793926742787
783,1999.524434720215
784,1999.772629507056
785,2000.1079803866066
786,2000.434745885481
787,2002.0608295883358
788,1995.7275267029422
789,2000.826717842311
790,2000.738552570388
791,2002.3407991918582
792,2002.0806950421206
793,2001.9586067201922
794,2000.4793096398434
795,2002.9464772208437
796,2000.250418664787
797,1997.316171311754
798,1996.6162768108068
799,1994.7796477271597
800,1996.8299613477773
801,1993.5909529531139
802,1999.4853179912031
803,1996.4202342275182
804,1996.705440440873
805,1997.1254219411057
806,1994.5783081253205
807,1997.1614802720235
808,1999.811771939605
809,2003.5466351254786
810,1999.29097591451
811,1998.41956636638
812,1999.5213635356868
813,1995.0096257514328
814,2002.523366517935
815,1999.6135173855675
816,1994.4986189864132
817,1998.8475340722741
818,2000.0818342888215
819,1993.032977652094
820,2002.6738109413775
821,1995.9453344621772
822,1999.337127053093
823,2005.2081924402191
824,1997.2090096742315
825,2003.3575403807126
826,1997.7053792727718
827,2004.1803840956957
828,2004.1803840956957
829,2002.6253142037388
830,1998.82378177693
831,2002.3410109954864
832,2002.5672266657878
833,2005.282250131356
834,1997.6017057005583
835,1998.9028794427052
836,2000.7293619163893
837,2003.6066786026656
838,2000.0364252017976
839,2001.892619570812
840,1998.6132216762294
841,2000.1476204669955
842,1998.6646906965195
843,2001.7634190873912
844,1997.0266675217442
845,2000.2164307470223
846,1995.7566971849417
847,2000.8650347066077
848,2000.5495612300465
849,2003.772530717122
850,1996.4581570370165
851,1998.7618425782975
852,2002.695514618882
853,1998.2426711812793
854,1998.6327559096028
855,2000.042518339246
856,2004.3076787143198
857,1999.6108108454341
858,2001.9935588514431
859,2005.533059993118
860,2001.9935588514431
861,2002.9021933357467
862,2003.0223554142572
863,2001.8124769995113
864,2003.4380192526905
865,2002.1565924928727
866,2003.0162918016524
867,1999.6108108454341
868,2001.7760349534753
869,1998.7481260085353
870,1998.5904409922418
871,2002.4327163646312
872,2000.4042603101962
873,1998.4425407767583
874,1995.8268880001538
875,1998.596649967007
876,1998.5958904805702
877,2002.2968436744643
878,2005.4880532756379
879,2005.8633361682578
880,2002.406324670052
881,2003.9441837717554
882,2000.8397646735239
883,1995.1346763598617
884,2000.3038194992382
885,2000.0822763773447
886,2000.6199399590691
887,1996.220702784403
888,2003.1642778602786
889,1999.65475189742
890,1998.2727146341704
891,2002.6556367099545
892,1999.65475189742
893,2000.6434771588392
894,2000.3663822160077
895,1999.996578463738
896,1995.5318514808391
897,1998.7445742540285
898,2000.0523065033035
899,1997.6850863251593
900,2003.919896369697
901,1999.9125700434415
902,2000.8833423139847
903,2000.1874588996568
904,2000.0787547485995
905,2000.369935401795
906,2000.1956814724322
907,1999.1732142816911
908,2000.9942823632014
909,1999.9822320329388
910,2001.151917998116
911,1997.5202086286856
912,2002.7809500073033
913,2002.2208426841003
914,2003.1831745087902
915,2003.1311428659028
916,2000.8158883260126
917,2003.0596330542198
918,2002.4426920168387
919,2000.7487506779203
920,2003.7776964506015
921,2001.4813949658555
922,2000.568073927943
923,1992.33686009962
924,1978.8717111114108
925,1984.4796819846135
926,1987.5432630402229
927,2004.4620157269712
928,2005.3312574139186
929,2003.549962555038
930,2001.9786052549207
931,2005.3578649799927
932,2003.2975489363723
933,2003.6188319049193
934,2004.9636507417667
935,2002.9736862389382
936,1995.9846709606306
937,2003.143239502173
938,1993.09358218763
939,1991.5910328158952
940,1993.7180456116603
941,1990.4220750370698
942,1991.0380489953004
943,1988.1239794057155
944,1993.1328305527006
945,1993.9752847727295
946,1993.4494386749493
947,1986.3485548749222
948,1991.1696410183868
949,1984.8328051852868
950,1995.4626365141617
951,1995.0227133748435
952,1993.8112514564411
953,1987.082191565967
954,1995.399519258368
955,1992.682746849321
956,1991.1562324791437
957,1997.6643457590988
958,1990.3625593844888
959,1995.918077505867
960,2006.8194377487093
961,2002.4731489511244
962,1996.0548636730218
963,2008.4900627026484
964,2000.7106280621172
965,2003.6933855511834
966,2001.1688527132005
967,2004.113253375151
968,2003.2854927220912
969,1999.268348481217
970,2001.1507176561936
971,2002.7363105763911
972,2001.0237590552376
973,2004.247380129035
974,2004.6626077223332
975,2000.6580145893422
976,1999.2863536679054
977,2001.1691507463242
978,1999.7381117060256
979,2000.0520155889687
980,2000.6107128452215
981,2000.2845431470516
982,2002.3360612170757
983,2001.9270232972392
984,1999.1705235329796
985,1999.9051808166416
986,2001.052990662774
987,1998.9695635260548
988,2000.6522416735745
989,1993.3174855353184
990,1998.2975040971476
991,1998.5897675533317
992,2000.5703028116031
993,1998.8222636882174
994,1993.7696474139736
995,1998.1147173710858
996,1999.003421542032
997,1999.7349114380852
998,1998.8198990155777
999,1998.9251324000486
1000,1998.7802103028007
1001,1999.3597052598097
1002,1999.2063984712033
1003,1999.2532600502573
1004,1999.5938149020672
1005,1999.7999331292979
1006,1998.8449055056349
1007,1998.6597411094247
1008,1994.2930781614339
1009,1993.370093231344
1010,1994.3712461933555
1011,1996.9009117372998
1012,1999.8699775116681
1013,1996.746855337881
1014,1990.3958873149975
1015,1992.600491931146
1016,1990.631470456581
1017,1992.2063620854103
1018,1999.8972019681905
1019,1995.6267302844394
1020,2004.7277958100285
1021,2003.3508490158977
1022,2002.8489590012396
1023,2003.78002434289
1024,2003.575164148775
1025,2008.3668871278528
1026,2001.4476014099637
1027,2002.0936750724466
1028,1993.5300170473665
1029,1992.88432625739
1030,1994.402036663632
1031,1994.3942420279236
1032,1995.3829670369075
1033,1994.2540591494699
1034,1992.3287908407287
1035,1994.9366456706837
1036,1994.9642401223177
1037,1998.1953881472323
1038,1993.947749879541
1039,1996.537812800237
1040,1993.567997679556
1041,2004.6781823029767
1042,2003.987187776067
1043,1999.3688787282913
1044,2000.7228104854585
1045,2003.0677591153844
1046,2000.3557370306587
1047,2010.9489277317243
1048,2003.3945076682019
1049,2001.7716709165716
1050,2001.2749698311611
1051,2002.4425047013126
1052,2000.3172739657164
1053,2002.0255782173695
1054,2001.7229581282877
1055,2003.8241081895944
1056,2002.4466936238277
1057,2001.7342630466806
1058,1998.2519497105818
1059,1996.2758144006448
1060,1999.550786345877
1061,1998.7994950004304
1062,1996.543848742956
1063,1998.0974791262504
1064,1997.8895889149474
1065,1995.583400047598
1066,1998.3956050750546
1067,1998.2830991846633
1068,1997.4772912604237
1069,1997.5333873111542
1070,1996.6610276421516
1071,1999.3604043639882
1072,1998.1039635566192
1073,1996.7764115381494
1074,2000.6771979085895
1075,1997.0682187893094
1076,1997.4207291749074
1077,1994.5526786394387
1078,1995.791511690807
1079,1998.8739209572263
1080,2001.7709763255082
1081,1996.7189448951501
1082,1999.532820312516
1083,1998.4149851632926
1084,1999.2345043143575
1085,1997.201124280736
1086,1993.1762326699227
1087,1993.3186409198217
1088,1995.3459242953932
1089,1993.0084263089088
1090,1996.5412099669618
1091,1992.7624652232203
1092,1994.5052483583454
1093,1992.3982549486818
1094,1998.2929064355076
1095,1999.825253570187
1096,1997.4160142033986
1097,1996.8321404345725
1098,1992.802901753987
1099,1996.4259085902136
1100,1998.2813444406895
1101,1993.5777270117292
1102,2000.151085091309
1103,1996.9225377656717
1104,1997.0583057810531
1105,1998.555940821391
1106,1999.668930482646
1107,1995.7850098323952
1108,1999.3049193772663
1109,2004.4790762718446
1110,1997.6661216038576
1111,2001.0328133518135
1112,2002.225864408722
1113,2000.7375555363808
1114,2003.9587248741207
1115,2000.7259679270985
1116,1996.0068363202906
1117,1996.0545449915562
1118,2000.9017189084539
1119,1991.4231667139354
1120,1997.9921588798222
1121,1999.7017423737914
1122,1998.7983443322692
1123,1997.3883347790772
1124,2000.2792176426249
1125,1993.5043411692936
1126,1995.7916325301414
1127,1996.5398101277758
1128,1997.253995257984
1129,1996.7743778684307
1130,1993.5043411692936
1131,1999.9303606204703
1132,1999.7202312460477
1133,1993.5338384373974
1134,1994.4847041867456
1135,1994.6912639809204
1136,1993.9435506062298
1137,1994.4245891931605
1138,1995.5124201604021
1139,1995.670577880922
1140,1994.2813297636176
1141,1992.344964625992
1142,1994.4719165739768
1143,2001.2362987050462
1144,1998.1208756753035
1145,2000.0085926221004
1146,1998.1687856852093
1147,1997.8713514923052
1148,1995.2397413765273
1149,1998.763614668291
1150,1997.857052302862
1151,1997.543016844223
1152,1999.6700396272254
1153,1996.7451927734849
1154,1997.7112642202167
1155,1996.6569577801813
1156,1995.2253801873267
1157,1999.8377851458183
1158,1998.4069346850345
1159,1998.7602046355491
1160,1998.9788668910012
1161,1993.9674175406253
1162,1998.7289432516843
1163,1997.3533792280623
1164,1999.4812566684086
1165,2001.9319449630152
1166,1997.6013337780334
1167,1998.2129883952962
1168,1997.3160196173867
1169,1998.9065170722515
1170,1998.981638878862
1171,1995.44782024575
1172,1998.9553404134772
1173,1997.4690617678439
1174,1993.3096857558396
1175,1991.1720002164543
1176,1993.184884396382
1177,1986.1095272057657
1178,1988.558733943699
1179,1992.8811213282652
1180,1991.6697460903306
1181,1994.0715882666268
1182,1994.2362196313152
1183,1995.8543187772552
1184,1995.3500616578583
1185,1996.0682616320114
1186,1991.559459353711
1187,1991.9958755102707
1188,1988.8962745611107
1189,1990.6778795255225
1190,1990.1282110535387
1191,1986.7554604900602
1192,1991.354466565758
1193,1985.5046561201566
1194,1999.0439329015146
1195,1993.3940644079644
1196,1995.923060242007
1197,2002.2144472792747
1198,1995.950636880391
1199,1995.3062484520078
1200,2000.6871905170792
1201,1994.0904940984915
1202,2000.275870518883
1203,2000.8586023128378
1204,2002.0639169054375
1205,1989.2655949883092
1206,1986.9951149623353
1207,1990.6175284590254
1208,1989.0225605370526
1209,1999.2673262338747
1210,1994.2144241992692
1211,1990.8086237474884
1212,1989.2937202852422
1213,1984.683436938012
1214,1983.9913965966978
1215,1988.5525166029793
1216,1998.454283501237
1217,1992.7087028768822
1218,1993.4906513377234
1219,1992.6999333414306
1220,1988.942873549504
1221,1992.4174890222216
1222,1990.9678584237197
1223,1996.0551754705286
1224,1999.4644059100744
1225,1983.3048491050206
1226,1995.9814631315546
1227,1987.3110520353898
1228,2002.0171976856072
1229,2001.1296940739446
1230,1999.7019457669717
1231,2003.935014129284
1232,2001.8035041791923
1233,2002.0332968182177
1234,1997.5437418552115
1235,1999.918062865035
1236,1999.736368638455
1237,1999.0286429211635
1238,1997.4991160371187
1239,2001.2061949933081
1240,2003.6456737774504
1241,2001.011909494412
1242,2000.4156349983557
1243,2003.1672241549632
1244,2001.098285818573
1245,2003.7184543771968
1246,2001.4033326712126
1247,2002.4127686568747
1248,2003.773839584061
1249,2001.5867213902238
1250,2003.6941488322198
1251,2000.52105411885
1252,1995.0337951664285
1253,1998.2888987552144
1254,2004.3115552204254
1255,1996.1893024710628
1256,1997.7079531122447
1257,1998.74043006146
1258,1999.6456016491618
1259,1999.1951222465655
1260,1999.8375793090636
1261,1996.9566103250477
1262,2000.0214323619834
1263,1999.0626650963097
1264,2001.5998343299623
1265,1999.8862694770887
1266,1996.760282529449
1267,1998.1634784327343
1268,1996.5043584907476
1269,1999.583843360588
1270,1997.5695616058586
1271,1999.3832985843367
